;AMPHLEI;APIOERR;APIOVEN;ARMICEP;ARMIGAL;ARMIMEL;ARMIOST;ASTETIL;BISCMED;BJERADU;BLUMJAA;BOTRCIN;BOTRDOT;BOTRSTE;CALIPIN;CENAFER;CERAIPS;CERAMIN;CERAPLA;CHONPUR;CHRYABI;CHRYLED;COLETUS;COLPQUE;CRISDEP;CRONFLA;CRONQUE;CRONRIB;CRUMSOR;CRYPCAS;CRYPCOR;CRYPHYA;CRYPPAR;CRYPPOP;CYCLMIN;CYCLNIV;CYLIDID;DAEDCON;DELPABI;DICADRY;DISCCAS;DREPPUN;ENTOMAM;EUTYLAT;FISTHEP;FOMEFOM;FOMICYT;FOMIPIN;FUSAOXY;FUSIQUE;GANOADS;GANOAPP;GANORES;GNOMLEP;GREMABI;GYMNFUS;HAEMHAE;HERPJUN;HETEANN;HYPOFRA;LACHWIL;LAETSUL;LEPTLUN;LEPTPRO;LEUCPER;LIRUMAC;LIRUNER;LOPHCON;LOPHPIC;LOPHPIN;LOPHSED;MELAALL;MELACAR;MELALAR;MELAMOD;MELAPOP;MERIGIG;MICRALP;MICRJUG;MONOMON;MYCOCAS;MYCODEA;MYCOMIC;MYCOPIN;NECTCIN;NECTCOC;NECTDIT;NECTFUC;NECTVEU;NEONGAL;OPHIPIC;OPHISER;OPHIULM;OUDEMUC;OXYPPOP;PESTFUN;PEZICIN;PHACCON;PHAEGAE;PHAESCH;PHELCHR;PHELHAR;PHELIGN;PHELPIN;PHELROB;PHLOACE;PHOMJUN;PHOMQUE;PHYLACE;PHYLGUT;PLEUOST;PLEUPSE;PODOCLA;POLLRAD;POLYSQU;PSEUDRY;PUCCEPI;RHABPSE;RHIZKAL;RHIZMAC;RHIZOUD;RHIZUND;RHYTACE;ROSENEC;SARERES;SAWATUL;SCHICOM;SEIRCAR;SEPTPOD;SEPTQUE;SIROSTR;SPARCRI;SPHASAP;STEGPYR;STERHIR;STERSAN;STIGCAR;SYDOPOL;TAPHBET;TAPHCAE;TAPHCER;TAPHPOP;TITATRE;TRAMGIB;TRAMVER;TRUNHAR;VALSAMB;VALSKUN;VALSNIV;VALSSOR;VENTFRA;VENTINA;VERTDAH;ZYTHPIN
CYCLNIV;0;0;0;0;1;2;3;0;0;0;0;4;0;0;1;3;2;2;0;0;0;0;3;0;0;3;0;0;3;0;0;0;0;0;2;4;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;1;0;0;0;4;0;0;0;2;2;0;0;0;3;0;3;4;0;0;0;0;3;0;0;0;0;0;1;0;4;0;0;0;0;0;0;2;2;0;0;0;3;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;4;0;0;1;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
CYLIDID;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAEDCON;1;1;0;0;2;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
DELPABI;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DICADRY;3;4;0;0;2;4;0;0;0;1;0;3;0;3;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;4;0;0;0;0;3;0;0;1;2;3;0;2;2;0;0;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0
DISCCAS;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DREPPUN;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0
ENTOMAM;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0
EUTYLAT;0;0;0;0;3;3;1;0;0;0;1;2;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;1;3;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;0;0;0
FISTHEP;3;3;0;0;3;3;0;0;0;1;0;4;0;4;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;4;0;0;1;2;3;1;1;2;0;0;3;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;2;1;0;0;0;1;3;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;3;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0
FOMEFOM;0;1;0;0;1;1;0;0;1;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
FOMICYT;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FOMIPIN;1;2;0;1;3;4;4;0;0;1;0;6;0;2;1;2;1;2;0;1;0;0;2;0;1;3;0;0;3;0;1;1;0;0;2;3;1;0;0;1;0;0;0;0;1;0;0;8;3;1;0;1;1;0;1;1;2;0;5;0;0;1;2;2;0;0;0;2;0;2;3;0;0;0;0;2;0;1;0;1;0;0;0;3;3;1;0;0;0;2;4;1;0;0;0;2;0;1;1;3;0;0;0;3;1;1;0;1;1;0;0;1;0;0;1;1;0;1;2;1;1;2;1;0;0;1;2;0;0;1;1;2;5;1;2;2;0;5;0;1;0;0;0;1;0;2;0;1;0;1;0;1;1;1
FUSAOXY;2;4;0;1;4;6;3;0;0;1;1;6;0;4;0;2;2;1;0;2;0;0;2;1;1;2;0;0;2;0;1;1;0;0;1;2;0;1;0;2;0;0;0;1;2;1;0;3;7;2;0;2;2;0;1;2;2;0;3;1;0;2;1;1;1;0;0;2;0;2;2;0;0;0;0;2;1;3;0;2;0;1;0;2;3;3;1;0;1;2;4;1;0;1;0;1;1;0;0;1;0;0;0;1;3;1;0;2;1;0;1;1;0;0;1;2;0;0;1;0;0;1;1;1;0;1;3;0;0;2;0;1;2;1;3;1;1;2;0;1;1;0;0;2;2;2;1;0;0;2;0;0;1;0
FUSIQUE;3;3;0;0;2;3;0;0;0;1;0;3;0;3;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;3;0;0;1;2;3;0;1;2;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0
GANOADS;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
GANOAPP;1;3;1;0;1;3;0;0;0;1;0;1;0;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;2;1;0;4;1;0;0;2;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;0;0;0;2;1;1;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;2;1;0;0;0;0;2;0;0;0;0
GANORES;2;2;0;0;1;2;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;1;2;2;0;1;2;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0
GNOMLEP;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GREMABI;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;1;1;2;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;1;2;0;0;0;1;0;0;0;0;1;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
GYMNFUS;3;4;0;0;3;5;0;0;0;1;0;3;0;4;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;3;0;0;0;0;1;0;4;1;0;0;1;3;0;1;1;2;3;0;2;2;0;0;5;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;3;1;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;3;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0
HAEMHAE;2;3;0;2;7;6;2;0;0;1;0;7;1;6;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;2;0;1;1;1;3;0;0;2;2;2;1;1;1;1;0;2;8;0;3;0;1;1;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;2;1;1;0;0;0;1;4;2;0;0;0;2;2;0;0;0;0;1;1;0;0;2;0;0;0;2;1;1;0;2;1;1;0;1;0;1;1;2;0;0;0;0;0;0;1;1;0;1;4;0;1;2;0;0;2;1;1;0;0;2;0;1;0;1;1;1;0;0;1;1;1;2;1;0;2;0
HERPJUN;0;0;0;1;2;2;3;0;0;0;0;3;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;0;0;0;0;0;1;1;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;0;0;1;0;0;0;0;0;1;0;3;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
HETEANN;0;1;1;4;11;10;15;0;0;2;0;13;0;4;1;3;2;3;1;1;2;1;3;0;0;5;0;1;4;0;0;0;0;0;2;4;1;0;1;0;0;0;0;0;0;1;0;5;3;0;0;2;0;1;2;0;3;3;23;1;2;3;2;3;0;1;2;4;3;5;6;0;4;1;0;5;1;1;1;0;0;1;0;7;3;2;1;2;1;1;8;2;0;1;0;4;0;1;1;10;1;1;0;6;1;0;0;0;0;0;1;0;1;0;0;0;3;1;7;3;5;3;0;0;1;0;3;0;0;0;2;2;16;0;2;5;0;15;0;0;0;0;0;1;1;4;0;3;0;1;0;1;0;1
HYPOFRA;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
LACHWIL;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LAETSUL;2;3;0;0;4;4;1;0;0;3;0;3;0;4;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;2;1;0;1;2;2;0;1;1;0;0;2;1;0;3;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;2;2;1;0;1;1;5;0;0;1;0;0;2;1;1;2;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;1;0;0;2;1;1;1;0;3;1;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;1
LEPTLUN;0;0;0;0;0;1;2;0;0;0;0;2;0;0;1;2;1;2;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;2;0;0;0;2;1;0;0;0;2;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;2;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
LEPTPRO;0;0;0;0;1;3;3;0;0;1;0;3;0;0;1;2;1;1;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;3;0;0;1;1;3;0;0;0;2;0;2;2;0;0;0;0;2;0;0;0;0;0;1;0;2;1;0;0;0;0;0;2;2;0;0;0;2;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;3;0;1;1;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
LEUCPER;0;0;0;0;2;2;1;0;0;0;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;0;0;0
LIRUMAC;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
LIRUNER;0;0;0;1;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOPHCON;0;0;0;0;0;2;4;0;0;0;0;3;0;0;1;3;2;2;0;0;0;0;3;0;0;3;0;1;3;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;4;0;0;0;2;2;0;0;0;4;0;4;4;0;0;0;0;4;0;0;0;0;0;1;0;3;0;0;0;1;0;0;2;2;0;0;0;2;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;4;0;0;1;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
LOPHPIC;0;0;0;2;2;2;3;0;0;0;0;3;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;1;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;2;1;0;0;1;0;0;0;0;0;1;0;2;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
LOPHPIN;0;0;0;0;0;2;5;0;0;0;0;4;0;0;1;3;2;3;0;0;0;0;3;0;0;4;0;1;3;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;1;5;0;0;0;2;2;0;0;0;4;0;6;6;0;0;0;0;4;0;0;0;0;0;1;0;5;0;0;0;1;0;0;2;2;0;0;0;2;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;6;0;0;1;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
LOPHSED;0;0;0;0;1;2;5;0;0;0;0;5;0;0;1;3;2;3;0;0;0;0;3;0;0;4;0;1;3;0;0;0;0;0;2;4;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;2;0;0;1;6;0;0;0;2;2;0;0;0;4;0;6;7;0;0;0;0;4;0;0;0;0;0;1;0;6;0;0;0;1;0;0;2;2;0;0;0;3;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;7;0;0;1;0;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
MELAALL;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0
MELACAR;0;0;0;2;4;3;4;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;1;2;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;2;4;1;0;0;1;0;0;0;0;0;1;0;4;0;0;2;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
MELALAR;0;0;0;0;2;1;1;0;0;0;0;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0
