;AMPHLEI;APIOERR;APIOVEN;ARMICEP;ARMIGAL;ARMIMEL;ARMIOST;ASTETIL;BISCMED;BJERADU;BLUMJAA;BOTRCIN;BOTRDOT;BOTRSTE;CALIPIN;CENAFER;CERAIPS;CERAMIN;CERAPLA;CHONPUR;CHRYABI;CHRYLED;COLETUS;COLPQUE;CRISDEP;CRONFLA;CRONQUE;CRONRIB;CRUMSOR;CRYPCAS;CRYPCOR;CRYPHYA;CRYPPAR;CRYPPOP;CYCLMIN;CYCLNIV;CYLIDID;DAEDCON;DELPABI;DICADRY;DISCCAS;DREPPUN;ENTOMAM;EUTYLAT;FISTHEP;FOMEFOM;FOMICYT;FOMIPIN;FUSAOXY;FUSIQUE;GANOADS;GANOAPP;GANORES;GNOMLEP;GREMABI;GYMNFUS;HAEMHAE;HERPJUN;HETEANN;HYPOFRA;LACHWIL;LAETSUL;LEPTLUN;LEPTPRO;LEUCPER;LIRUMAC;LIRUNER;LOPHCON;LOPHPIC;LOPHPIN;LOPHSED;MELAALL;MELACAR;MELALAR;MELAMOD;MELAPOP;MERIGIG;MICRALP;MICRJUG;MONOMON;MYCOCAS;MYCODEA;MYCOMIC;MYCOPIN;NECTCIN;NECTCOC;NECTDIT;NECTFUC;NECTVEU;NEONGAL;OPHIPIC;OPHISER;OPHIULM;OUDEMUC;OXYPPOP;PESTFUN;PEZICIN;PHACCON;PHAEGAE;PHAESCH;PHELCHR;PHELHAR;PHELIGN;PHELPIN;PHELROB;PHLOACE;PHOMJUN;PHOMQUE;PHYLACE;PHYLGUT;PLEUOST;PLEUPSE;PODOCLA;POLLRAD;POLYSQU;PSEUDRY;PUCCEPI;RHABPSE;RHIZKAL;RHIZMAC;RHIZOUD;RHIZUND;RHYTACE;ROSENEC;SARERES;SAWATUL;SCHICOM;SEIRCAR;SEPTPOD;SEPTQUE;SIROSTR;SPARCRI;SPHASAP;STEGPYR;STERHIR;STERSAN;STIGCAR;SYDOPOL;TAPHBET;TAPHCAE;TAPHCER;TAPHPOP;TITATRE;TRAMGIB;TRAMVER;TRUNHAR;VALSAMB;VALSKUN;VALSNIV;VALSSOR;VENTFRA;VENTINA;VERTDAH;ZYTHPIN
MELAMOD;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MELAPOP;0;0;0;0;0;2;4;0;0;0;0;3;0;0;1;3;2;2;0;0;0;0;3;0;0;3;0;1;3;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;5;0;0;0;2;2;0;0;0;4;0;4;4;0;0;0;0;5;0;0;0;0;0;1;0;4;0;0;0;1;0;0;2;2;0;0;0;2;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;5;0;0;1;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
MERIGIG;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
MICRALP;3;5;0;0;3;5;0;0;1;2;0;3;0;5;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;4;0;0;0;0;3;2;0;1;3;3;0;3;2;0;0;4;2;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;3;0;0;0;0;2;2;1;0;1;1;4;0;0;1;0;0;2;0;0;1;0;0;0;0;3;0;0;3;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;3;0;0;0;0;1;0;0;0;2;1;0;1;0;0;2;0;0;0;0
MICRJUG;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MONOMON;2;3;0;0;1;3;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;2;0;0;1;2;2;0;2;2;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0
MYCOCAS;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MYCODEA;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
MYCOMIC;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MYCOPIN;0;0;0;0;2;2;5;0;0;0;0;6;0;0;1;3;2;3;0;0;0;0;3;0;0;4;0;0;3;0;0;0;0;0;2;4;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;2;0;1;1;7;0;1;0;2;2;0;0;0;3;0;5;6;0;0;1;0;4;0;0;0;0;0;2;0;9;0;0;0;0;0;0;2;2;0;0;0;3;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;9;0;0;1;0;7;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0
NECTCIN;1;3;0;1;5;5;1;0;0;2;0;4;0;5;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;3;3;1;1;2;1;1;0;1;4;0;3;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;6;3;1;0;1;3;3;0;0;1;0;0;0;1;1;2;0;0;0;0;2;1;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;1;4;0;0;1;1;1;1;1;3;1;0;1;0;1;0;0;0;2;1;0;0;1;0;2;1;0;2;1
NECTCOC;1;3;0;1;4;4;0;0;0;1;0;2;0;4;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;3;1;0;1;1;1;0;1;2;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;3;4;1;0;1;2;2;0;0;1;0;0;1;0;0;1;0;0;0;0;2;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0
NECTDIT;0;1;0;0;2;2;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;2;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
NECTFUC;0;0;0;1;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
NECTVEU;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
NEONGAL;0;2;0;1;3;2;0;0;0;1;0;2;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;1;1;0;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;2;1;0;1;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;2;0
OPHIPIC;3;4;0;2;7;8;6;0;0;3;0;7;0;5;1;2;1;2;0;2;1;1;2;2;0;2;0;0;2;0;0;0;1;0;1;2;1;1;0;3;0;0;0;0;3;1;0;4;4;3;0;2;2;0;1;3;2;1;8;1;0;5;2;2;0;1;1;2;1;2;2;0;3;0;0;2;1;4;0;2;0;0;0;2;3;2;1;1;1;1;11;1;0;1;0;1;2;1;1;6;1;0;0;3;3;0;0;3;0;0;1;0;0;0;0;3;2;1;5;2;4;3;0;0;1;0;3;0;0;3;2;2;6;0;4;4;0;6;0;1;0;0;0;2;1;2;1;2;0;2;0;0;0;1
OPHISER;0;0;0;0;0;2;2;0;0;0;0;2;0;0;1;2;1;1;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2;0;0;0;2;0;2;2;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;2;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
OPHIULM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OUDEMUC;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
OXYPPOP;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PESTFUN;0;0;0;1;2;3;3;0;0;0;0;5;0;0;1;2;1;1;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;4;0;0;0;1;2;0;0;0;2;0;2;3;0;0;0;0;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;2;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
PEZICIN;2;2;0;0;3;3;0;0;0;1;0;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;2;1;0;0;1;2;0;1;0;1;2;0;0;1;0;0;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PHACCON;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
PHAEGAE;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
PHAESCH;1;1;0;3;5;6;8;0;0;2;0;7;0;3;1;2;1;2;0;0;2;1;2;1;0;2;1;1;2;0;0;0;1;0;1;2;1;0;0;1;0;0;0;0;1;0;0;3;1;1;0;0;0;1;1;1;2;1;10;0;1;2;2;2;0;1;1;3;2;3;3;0;2;0;0;3;0;1;1;0;0;0;0;2;2;1;0;2;0;0;6;1;0;0;0;1;1;1;1;12;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;1;1;5;2;3;3;0;0;1;0;2;0;0;1;2;2;7;0;1;5;0;7;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1
PHELCHR;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PHELHAR;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PHELIGN;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PHELPIN;0;0;0;2;3;3;6;0;0;0;0;5;0;0;1;2;1;2;0;0;1;1;2;0;0;3;0;0;3;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;2;1;6;0;1;0;2;1;0;1;0;2;1;2;2;0;1;1;0;2;0;0;0;0;0;0;0;3;0;0;0;1;0;0;3;1;0;0;0;2;0;0;0;3;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;0;0;1;0;1;0;0;0;1;1;6;0;0;2;0;6;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
PHELROB;2;3;0;0;2;3;0;0;0;1;0;2;0;3;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;1;0;1;3;2;0;2;2;0;0;2;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;0;0;0;2;2;1;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;3;0;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;2;1;0;1;0;0;2;0;0;0;0
PHLOACE;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PHOMJUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PHOMQUE;3;3;0;0;2;3;0;0;0;1;0;3;0;3;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;3;0;0;1;2;3;0;1;2;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0
PHYLACE;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PHYLGUT;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
PLEUOST;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
PLEUPSE;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PODOCLA;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
POLLRAD;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0
